rule,pokemon_key,form_key,move_name,memo
champions,staraptor,default,インファイト,
champions,staraptor,default,いのちがけ,
champions,metagross,default,くさわけ,
champions,metagross,default,くさむすび,
champions,metagross,default,かみなりパンチ,
champions,metagross,default,じしん,
champions,metagross,default,れいとうパンチ,
champions,metagross,default,アームハンマー,
champions,metagross,default,サイコファング,
champions,metagross,default,しねんのずつき,
champions,metagross,default,コメットパンチ,
champions,metagross,default,アイアンヘッド,
champions,metagross,default,バレットパンチ,
champions,charizard,default,ウェザーボール,
champions,charizard,default,ソーラービーム,
champions,charizard,default,フレアドライブ,
champions,charizard,default,ニトロチャージ,
champions,charizard,default,オーバーヒート,
champions,charizard,default,かえんほうしゃ,
champions,charizard,default,かみなりパンチ,
champions,charizard,default,エアスラッシュ,
champions,charizard,default,はねやすめ,
champions,charizard,default,げきりん,
champions,charizard,default,ドラゴンクロー,
champions,charizard,default,りゅうのはどう,
champions,charizard,default,りゅうのまい,
champions,corviknight,default,とんぼがえり,
champions,corviknight,default,ブレイブバード,
champions,corviknight,default,きりばらい,
champions,corviknight,default,はねやすめ,
champions,corviknight,default,ボディプレス,
champions,corviknight,default,ビルドアップ,
champions,corviknight,default,つけあがる,
champions,corviknight,default,ちょうはつ,
champions,corviknight,default,アイアンヘッド,
champions,corviknight,default,てっぺき,
champions,swampert,default,あくび,
champions,swampert,default,みがわり,
champions,swampert,default,ウェーブタックル,
champions,swampert,default,アクアブレイク,
champions,swampert,default,クイックターン,
champions,swampert,default,ステルスロック,
champions,swampert,default,どくづき,
champions,swampert,default,じしん,
champions,swampert,default,れいとうパンチ,
champions,swampert,default,ビルドアップ,
champions,swampert,default,はたきおとす,
champions,hippowdon,default,なまける,
champions,hippowdon,default,あくび,
champions,hippowdon,default,まもる,
champions,hippowdon,default,ほえる,
champions,hippowdon,default,ふきとばし,
champions,hippowdon,default,ほのおのキバ,
champions,hippowdon,default,かみなりのキバ,
champions,hippowdon,default,ストーンエッジ,
champions,hippowdon,default,がんせきふうじ,
champions,hippowdon,default,ステルスロック,
champions,hippowdon,default,じしん,
champions,hippowdon,default,じわれ,
champions,hippowdon,default,こおりのキバ,
champions,basculegion,default,がむしゃら,
champions,basculegion,default,みがわり,
champions,basculegion,default,ウェーブタックル,
champions,basculegion,default,アクアブレイク,
champions,basculegion,default,たきのぼり,
champions,basculegion,default,クイックターン,
champions,basculegion,default,アクアジェット,
champions,basculegion,default,もろはのずつき,
champions,basculegion,default,こおりのキバ,
champions,basculegion,default,サイコファング,
champions,basculegion,default,こうそくいどう,
champions,basculegion,default,おはかまいり,
champions,pelipper,default,でんこうせっか,
champions,pelipper,default,ウェザーボール,
champions,pelipper,default,ハイドロポンプ,
champions,pelipper,default,なみのり,
champions,pelipper,default,あまごい,
champions,pelipper,default,とんぼがえり,
champions,pelipper,default,ぼうふう,
champions,pelipper,default,おいかぜ,
champions,pelipper,default,はねやすめ,
champions,pelipper,default,れいとうビーム,
champions,pelipper,default,こごえるかぜ,
champions,primarina,default,アンコール,
champions,primarina,default,ほろびのうた,
champions,primarina,default,みがわり,
champions,primarina,default,エナジーボール,
champions,primarina,default,クイックターン,
champions,primarina,default,アクアジェット,
champions,primarina,default,うたかたのアリア,
champions,primarina,default,なみのり,
champions,primarina,default,れいとうビーム,
champions,primarina,default,サイコノイズ,
champions,primarina,default,めいそう,
champions,primarina,default,ねむる,
champions,primarina,default,ムーンフォース,
champions,primarina,default,ドレインキッス,
champions,primarina,default,ミストフィールド,
champions,blaziken,default,バトンタッチ,
champions,blaziken,default,まもる,
champions,blaziken,default,つるぎのまい,
champions,blaziken,default,フレアドライブ,
champions,blaziken,default,ブレイズキック,
champions,blaziken,default,かみなりパンチ,
champions,blaziken,default,じしん,
champions,blaziken,default,とびひざげり,
champions,blaziken,default,インファイト,
champions,blaziken,default,ビルドアップ,
champions,blaziken,default,みきり,
champions,gyarados,default,パワーウィップ,
champions,gyarados,default,やけっぱち,
champions,gyarados,default,アクアテール,
champions,gyarados,default,たきのぼり,
champions,gyarados,default,でんじは,
champions,gyarados,default,じしん,
champions,gyarados,default,こおりのキバ,
champions,gyarados,default,ゆきなだれ,
champions,gyarados,default,りゅうのまい,
champions,gyarados,default,かみくだく,
champions,gyarados,default,ちょうはつ,
champions,ninetales,alola,アンコール,
champions,ninetales,alola,バトンタッチ,
champions,ninetales,alola,いたみわけ,
champions,ninetales,alola,あまごい,
champions,ninetales,alola,こおりのつぶて,
champions,ninetales,alola,ふぶき,
champions,ninetales,alola,フリーズドライ,
champions,ninetales,alola,こごえるかぜ,
champions,ninetales,alola,ゆきげしき,
champions,ninetales,alola,オーロラベール,
champions,ninetales,alola,めいそう,
champions,ninetales,alola,わるだくみ,
champions,ninetales,alola,ムーンフォース,
champions,ninetales,alola,ミストフィールド,
champions,grimmsnarl,default,ねこだまし,
champions,grimmsnarl,default,パワーウィップ,
champions,grimmsnarl,default,ドレインパンチ,
champions,grimmsnarl,default,ビルドアップ,
champions,grimmsnarl,default,リフレクター,
champions,grimmsnarl,default,ひかりのかべ,
champions,grimmsnarl,default,イカサマ,
champions,grimmsnarl,default,ふいうち,
champions,grimmsnarl,default,すてゼリフ,
champions,grimmsnarl,default,ちょうはつ,
champions,grimmsnarl,default,じゃれつく,
champions,grimmsnarl,default,ソウルクラッシュ,
champions,glimmora,default,エナジーボール,
champions,glimmora,default,ニードルガード,
champions,glimmora,default,パワージェム,
champions,glimmora,default,ステルスロック,
champions,glimmora,default,ロックカット,
champions,glimmora,default,キラースピン,
champions,glimmora,default,ヘドロウェーブ,
champions,glimmora,default,ヘドロばくだん,
champions,glimmora,default,どくどく,
champions,glimmora,default,だいちのちから,
champions,glimmora,default,マッドショット,
champions,glimmora,default,おきみやげ,
champions,glimmora,default,マジカルシャイン,
champions,dragonite,default,しんそく,
champions,dragonite,default,みがわり,
champions,dragonite,default,だいもんじ,
champions,dragonite,default,かえんほうしゃ,
champions,dragonite,default,１０まんボルト,
champions,dragonite,default,エアスラッシュ,
champions,dragonite,default,はねやすめ,
champions,dragonite,default,じしん,
champions,dragonite,default,れいとうビーム,
champions,dragonite,default,げきりん,
champions,dragonite,default,りゅうせいぐん,
champions,dragonite,default,りゅうのはどう,
champions,dragonite,default,りゅうのまい,
champions,gholdengo,default,みがわり,
champions,gholdengo,default,じこさいせい,
champions,gholdengo,default,１０まんボルト,
champions,gholdengo,default,パワージェム,
champions,gholdengo,default,きあいだま,
champions,gholdengo,default,トリック,
champions,gholdengo,default,シャドーボール,
champions,gholdengo,default,わるだくみ,
champions,gholdengo,default,ゴールドラッシュ,
champions,gholdengo,default,ラスターカノン,
champions,gholdengo,default,マジカルシャイン,
champions,hydreigon,default,だいもんじ,
champions,hydreigon,default,かえんほうしゃ,
champions,hydreigon,default,とんぼがえり,
champions,hydreigon,default,だいちのちから,
champions,hydreigon,default,きあいだま,
champions,hydreigon,default,りゅうせいぐん,
champions,hydreigon,default,あくのはどう,
champions,hydreigon,default,わるだくみ,
champions,hydreigon,default,ちょうはつ,
champions,hydreigon,default,ラスターカノン,
champions,rotom,wash,いたみわけ,
champions,rotom,wash,おにび,
champions,rotom,wash,ハイドロポンプ,
champions,rotom,wash,１０まんボルト,
champions,rotom,wash,ほうでん,
champions,rotom,wash,ボルトチェンジ,
champions,rotom,wash,でんじは,
champions,rotom,wash,トリック,
champions,rotom,wash,ねむる,
champions,rotom,wash,シャドーボール,
champions,rotom,wash,イカサマ,
champions,rotom,wash,わるだくみ,
champions,kingambit,default,ハサミギロチン,
champions,kingambit,default,まもる,
champions,kingambit,default,つるぎのまい,
champions,kingambit,default,ストーンエッジ,
champions,kingambit,default,ステルスロック,
champions,kingambit,default,かわらわり,
champions,kingambit,default,きしかいせい,
champions,kingambit,default,けたぐり,
champions,kingambit,default,ドゲザン,
champions,kingambit,default,ふいうち,
champions,kingambit,default,ちょうはつ,
champions,kingambit,default,アイアンヘッド,
champions,kingambit,default,メタルバースト,
champions,mawile,default,つるぎのまい,
champions,mawile,default,ほのおのキバ,
champions,mawile,default,かみなりパンチ,
champions,mawile,default,いわなだれ,
champions,mawile,default,れいとうパンチ,
champions,mawile,default,かわらわり,
champions,mawile,default,サイコファング,
champions,mawile,default,ふいうち,
champions,mawile,default,はたきおとす,
champions,mawile,default,アイアンヘッド,
champions,mawile,default,じゃれつく,
champions,aegislash,default,つるぎのまい,
champions,aegislash,default,インファイト,
champions,aegislash,default,せいなるつるぎ,
champions,aegislash,default,かわらわり,
champions,aegislash,default,サイコカッター,
champions,aegislash,default,ポルターガイスト,
champions,aegislash,default,シャドークロー,
champions,aegislash,default,かげうち,
champions,aegislash,default,シャドーボール,
champions,aegislash,default,アイアンヘッド,
champions,aegislash,default,てっていこうせん,
champions,aegislash,default,ラスターカノン,
champions,aegislash,default,キングシールド,
champions,aegislash,blade,つるぎのまい,
champions,aegislash,blade,インファイト,
champions,aegislash,blade,せいなるつるぎ,
champions,aegislash,blade,かわらわり,
champions,aegislash,blade,サイコカッター,
champions,aegislash,blade,ポルターガイスト,
champions,aegislash,blade,シャドークロー,
champions,aegislash,blade,かげうち,
champions,aegislash,blade,シャドーボール,
champions,aegislash,blade,アイアンヘッド,
champions,aegislash,blade,てっていこうせん,
champions,aegislash,blade,ラスターカノン,
champions,aegislash,blade,キングシールド,
champions,skeledirge,default,なまける,
champions,skeledirge,default,あくび,
champions,skeledirge,default,まもる,
champions,skeledirge,default,みがわり,
champions,skeledirge,default,もえつきる,
champions,skeledirge,default,フレアソング,
champions,skeledirge,default,おにび,
champions,skeledirge,default,だいちのちから,
champions,skeledirge,default,ふういん,
champions,skeledirge,default,シャドーボール,
champions,skeledirge,default,たたりめ,
champions,skeledirge,default,みわくのボイス,
champions,gengar,default,まもる,
champions,gengar,default,みがわり,
champions,gengar,default,おにび,
champions,gengar,default,１０まんボルト,
champions,gengar,default,ヘドロウェーブ,
champions,gengar,default,ヘドロばくだん,
champions,gengar,default,こごえるかぜ,
champions,gengar,default,きあいだま,
champions,gengar,default,シャドーボール,
champions,gengar,default,たたりめ,
champions,gengar,default,みちづれ,
champions,gengar,default,わるだくみ,
champions,dragalge,default,クイックターン,
champions,dragalge,default,ねっとう,
champions,dragalge,default,１０まんボルト,
champions,dragalge,default,ヘドロウェーブ,
champions,dragalge,default,ヘドロばくだん,
champions,dragalge,default,どくびし,
champions,dragalge,default,どくどく,
champions,dragalge,default,くろいきり,
champions,dragalge,default,シャドーボール,
champions,dragalge,default,ドラゴンテール,
champions,dragalge,default,りゅうせいぐん,
champions,delphox,default,ねがいごと,
champions,delphox,default,アンコール,
champions,delphox,default,みがわり,
champions,delphox,default,くさむすび,
champions,delphox,default,かえんほうしゃ,
champions,delphox,default,マジカルフレイム,
champions,delphox,default,おにび,
champions,delphox,default,きあいだま,
champions,delphox,default,サイコキネシス,
champions,delphox,default,サイコショック,
champions,delphox,default,めいそう,
champions,delphox,default,わるだくみ,
champions,delphox,default,マジカルシャイン,
champions,scizor,default,つるぎのまい,
champions,scizor,default,くさわけ,
champions,scizor,default,とんぼがえり,
champions,scizor,default,むしくい,
champions,scizor,default,ダブルウイング,
champions,scizor,default,はねやすめ,
champions,scizor,default,インファイト,
champions,scizor,default,かわらわり,
champions,scizor,default,カウンター,
champions,scizor,default,のろい,
champions,scizor,default,つじぎり,
champions,scizor,default,はたきおとす,
champions,scizor,default,どろぼう,
champions,scizor,default,バレットパンチ,
champions,volcarona,default,あさのひざし,
champions,volcarona,default,みがわり,
champions,volcarona,default,ギガドレイン,
champions,volcarona,default,オーバーヒート,
champions,volcarona,default,かえんほうしゃ,
champions,volcarona,default,ほのおのまい,
champions,volcarona,default,マジカルフレイム,
champions,volcarona,default,おにび,
champions,volcarona,default,むしのさざめき,
champions,volcarona,default,ちょうのまい,
champions,volcarona,default,エアスラッシュ,
champions,volcarona,default,サイコキネシス,
champions,vanilluxe,default,だいばくはつ,
champions,vanilluxe,default,じばく,
champions,vanilluxe,default,こおりのつぶて,
champions,vanilluxe,default,ふぶき,
champions,vanilluxe,default,れいとうビーム,
champions,vanilluxe,default,フリーズドライ,
champions,vanilluxe,default,こおりのいぶき,
champions,vanilluxe,default,こごえるかぜ,
champions,vanilluxe,default,ぜったいれいど,
champions,vanilluxe,default,ゆきげしき,
champions,vanilluxe,default,オーロラベール,
champions,vanilluxe,default,ミラーコート,
champions,vanilluxe,default,ちょうはつ,
champions,vanilluxe,default,ラスターカノン,
champions,lopunny,default,ギガインパクト,
champions,lopunny,default,メガトンキック,
champions,lopunny,default,からげんき,
champions,lopunny,default,ねこだまし,
champions,lopunny,default,アンコール,
champions,lopunny,default,つるぎのまい,
champions,lopunny,default,かみなりパンチ,
champions,lopunny,default,とんぼがえり,
champions,lopunny,default,れいとうパンチ,
champions,lopunny,default,トリプルアクセル,
champions,lopunny,default,とびひざげり,
champions,lopunny,default,インファイト,
champions,lopunny,default,マッハパンチ,
champions,greninja,default,くさむすび,
champions,greninja,default,ハイドロポンプ,
champions,greninja,default,なみのり,
champions,greninja,default,みずしゅりけん,
champions,greninja,default,とんぼがえり,
champions,greninja,default,いわなだれ,
champions,greninja,default,ダストシュート,
champions,greninja,default,ヘドロウェーブ,
champions,greninja,default,どくびし,
champions,greninja,default,マッドショット,
champions,greninja,default,れいとうビーム,
champions,greninja,default,じんつうりき,
champions,greninja,default,あくのはどう,
champions,greninja,default,ちょうはつ,
champions,starmie,default,じばく,
champions,starmie,default,こうそくスピン,
champions,starmie,default,じこさいせい,
champions,starmie,default,くさむすび,
champions,starmie,default,アクアブレイク,
champions,starmie,default,たきのぼり,
champions,starmie,default,クイックターン,
champions,starmie,default,アクアジェット,
champions,starmie,default,１０まんボルト,
champions,starmie,default,アイススピナー,
champions,starmie,default,れいとうビーム,
champions,starmie,default,ビルドアップ,
champions,starmie,default,しねんのずつき,
champions,starmie,default,サイコカッター,
champions,meganium,default,ウェザーボール,
champions,meganium,default,アンコール,
champions,meganium,default,みがわり,
champions,meganium,default,くさわけ,
champions,meganium,default,ソーラービーム,
champions,meganium,default,ギガドレイン,
champions,meganium,default,こうごうせい,
champions,meganium,default,やどりぎのタネ,
champions,meganium,default,げんしのちから,
champions,meganium,default,だいちのちから,
champions,meganium,default,カウンター,
champions,meganium,default,マジカルシャイン,
champions,ceruledge,default,つるぎのまい,
champions,ceruledge,default,むねんのつるぎ,
champions,ceruledge,default,おにび,
champions,ceruledge,default,どくづき,
champions,ceruledge,default,インファイト,
champions,ceruledge,default,ビルドアップ,
champions,ceruledge,default,サイコカッター,
champions,ceruledge,default,ポルターガイスト,
champions,ceruledge,default,シャドークロー,
champions,ceruledge,default,かげうち,
champions,ceruledge,default,みちづれ,
champions,ceruledge,default,ちょうはつ,
champions,samurott,hisui,アンコール,
champions,samurott,hisui,つるぎのまい,
champions,samurott,hisui,シェルブレード,
champions,samurott,hisui,アクアカッター,
champions,samurott,hisui,クイックターン,
champions,samurott,hisui,アクアジェット,
champions,samurott,hisui,れいとうビーム,
champions,samurott,hisui,こごえるかぜ,
champions,samurott,hisui,せいなるつるぎ,
champions,samurott,hisui,しんくうは,
champions,samurott,hisui,ふいうち,
champions,samurott,hisui,ひけん・ちえなみ,
champions,samurott,hisui,ちょうはつ,
champions,dragapult,default,かえんほうしゃ,
champions,dragapult,default,おにび,
champions,dragapult,default,１０まんボルト,
champions,dragapult,default,とんぼがえり,
champions,dragapult,default,リフレクター,
champions,dragapult,default,ひかりのかべ,
champions,dragapult,default,ゴーストダイブ,
champions,dragapult,default,シャドーボール,
champions,dragapult,default,たたりめ,
champions,dragapult,default,のろい,
champions,dragapult,default,ドラゴンアロー,
champions,dragapult,default,りゅうせいぐん,
champions,dragapult,default,りゅうのまい,
champions,dragapult,default,ふいうち,
champions,umbreon,default,あくび,
champions,umbreon,default,ねがいごと,
champions,umbreon,default,バトンタッチ,
champions,umbreon,default,まもる,
champions,umbreon,default,ほえる,
champions,umbreon,default,どくどく,
champions,umbreon,default,みきり,
champions,umbreon,default,めいそう,
champions,umbreon,default,イカサマ,
champions,umbreon,default,バークアウト,
champions,umbreon,default,ちょうはつ,
champions,umbreon,default,つきのひかり,
champions,venusaur,default,ウェザーボール,
champions,venusaur,default,まもる,
champions,venusaur,default,リーフストーム,
champions,venusaur,default,ソーラービーム,
champions,venusaur,default,エナジーボール,
champions,venusaur,default,ギガドレイン,
champions,venusaur,default,こうごうせい,
champions,venusaur,default,ねむりごな,
champions,venusaur,default,やどりぎのタネ,
champions,venusaur,default,ヘドロウェーブ,
champions,venusaur,default,ヘドロばくだん,
champions,venusaur,default,アシッドボム,
champions,venusaur,default,どくどく,
champions,venusaur,default,だいちのちから,
champions,sneasler,default,ねこだまし,
champions,sneasler,default,つるぎのまい,
champions,sneasler,default,とんぼがえり,
champions,sneasler,default,アクロバット,
champions,sneasler,default,いわなだれ,
champions,sneasler,default,がんせきふうじ,
champions,sneasler,default,フェイタルクロー,
champions,sneasler,default,どくびし,
champions,sneasler,default,インファイト,
champions,sneasler,default,シャドークロー,
champions,sneasler,default,じごくづき,
champions,sneasler,default,ちょうはつ,
champions,lucario,default,しんそく,
champions,lucario,default,つるぎのまい,
champions,lucario,default,じしん,
champions,lucario,default,インファイト,
champions,lucario,default,はどうだん,
champions,lucario,default,しんくうは,
champions,lucario,default,わるだくみ,
champions,lucario,default,コメットパンチ,
champions,lucario,default,バレットパンチ,
champions,lucario,default,てっていこうせん,
champions,lucario,default,ラスターカノン,
champions,annihilape,default,アンコール,
champions,annihilape,default,かみなりパンチ,
champions,annihilape,default,がんせきふうじ,
champions,annihilape,default,ステルスロック,
champions,annihilape,default,じしん,
champions,annihilape,default,れいとうパンチ,
champions,annihilape,default,インファイト,
champions,annihilape,default,ドレインパンチ,
champions,annihilape,default,やまあらし,
champions,annihilape,default,ビルドアップ,
champions,annihilape,default,ふんどのこぶし,
champions,annihilape,default,ちょうはつ,
champions,whimsicott,default,がむしゃら,
champions,whimsicott,default,アンコール,
champions,whimsicott,default,まもる,
champions,whimsicott,default,みがわり,
champions,whimsicott,default,エナジーボール,
champions,whimsicott,default,ギガドレイン,
champions,whimsicott,default,コットンガード,
champions,whimsicott,default,やどりぎのタネ,
champions,whimsicott,default,おいかぜ,
champions,whimsicott,default,ひかりのかべ,
champions,whimsicott,default,ちょうはつ,
champions,whimsicott,default,おきみやげ,
champions,whimsicott,default,ムーンフォース,
champions,blastoise,default,こうそくスピン,
champions,blastoise,default,からをやぶる,
champions,blastoise,default,みがわり,
champions,blastoise,default,アクアジェット,
champions,blastoise,default,しおふき,
champions,blastoise,default,ハイドロポンプ,
champions,blastoise,default,なみのり,
champions,blastoise,default,みずのはどう,
champions,blastoise,default,れいとうビーム,
champions,blastoise,default,はどうだん,
champions,blastoise,default,ミラーコート,
champions,blastoise,default,りゅうのはどう,
champions,blastoise,default,あくのはどう,
champions,blastoise,default,ラスターカノン,
champions,mamoswine,default,がむしゃら,
champions,mamoswine,default,まもる,
champions,mamoswine,default,ストーンエッジ,
champions,mamoswine,default,いわなだれ,
champions,mamoswine,default,がんせきふうじ,
champions,mamoswine,default,ステルスロック,
champions,mamoswine,default,じしん,
champions,mamoswine,default,１０まんばりき,
champions,mamoswine,default,じだんだ,
champions,mamoswine,default,つららおとし,
champions,mamoswine,default,ゆきなだれ,
champions,mamoswine,default,こおりのつぶて,
champions,mamoswine,default,つららばり,
champions,mamoswine,default,フリーズドライ,
champions,mamoswine,default,ばかぢから,
champions,mamoswine,default,はたきおとす,
champions,rotom,heat,てだすけ,
champions,rotom,heat,いたみわけ,
champions,rotom,heat,まもる,
champions,rotom,heat,オーバーヒート,
champions,rotom,heat,おにび,
champions,rotom,heat,かみなり,
champions,rotom,heat,１０まんボルト,
champions,rotom,heat,ほうでん,
champions,rotom,heat,ボルトチェンジ,
champions,rotom,heat,エレキネット,
champions,rotom,heat,かいでんぱ,
champions,rotom,heat,でんじは,
champions,rotom,heat,トリック,
champions,rotom,heat,ひかりのかべ,
champions,rotom,heat,シャドーボール,
champions,rotom,heat,たたりめ,
champions,rotom,heat,イカサマ,
champions,rotom,heat,あくのはどう,
champions,rotom,heat,わるだくみ,
champions,sylveon,default,でんこうせっか,
champions,sylveon,default,はかいこうせん,
champions,sylveon,default,ハイパーボイス,
champions,sylveon,default,あくび,
champions,sylveon,default,ねがいごと,
champions,sylveon,default,てだすけ,
champions,sylveon,default,まもる,
champions,sylveon,default,みがわり,
champions,sylveon,default,マジカルフレイム,
champions,sylveon,default,みきり,
champions,sylveon,default,サイコキネシス,
champions,sylveon,default,サイコショック,
champions,sylveon,default,アシストパワー,
champions,sylveon,default,めいそう,
champions,sylveon,default,ねむる,
champions,sylveon,default,シャドーボール,
champions,sylveon,default,ムーンフォース,
champions,sylveon,default,ミストフィールド,
champions,bellibolt,default,ウェザーボール,
champions,bellibolt,default,なまける,
champions,bellibolt,default,まもる,
champions,bellibolt,default,だくりゅう,
champions,bellibolt,default,みずびたし,
champions,bellibolt,default,かみなり,
champions,bellibolt,default,１０まんボルト,
champions,bellibolt,default,ほうでん,
champions,bellibolt,default,ボルトチェンジ,
champions,bellibolt,default,パラボラチャージ,
champions,bellibolt,default,エレキネット,
champions,bellibolt,default,チャージビーム,
champions,bellibolt,default,エレキフィールド,
champions,bellibolt,default,かいでんぱ,
champions,bellibolt,default,じゅうでん,
champions,bellibolt,default,アシッドボム,
champions,bellibolt,default,どくどく,
champions,bellibolt,default,マッドショット,
champions,bellibolt,default,ふいうち,
champions,floette,eternal,ねがいごと,
champions,floette,eternal,てだすけ,
champions,floette,eternal,まもる,
champions,floette,eternal,みがわり,
champions,floette,eternal,くさわけ,
champions,floette,eternal,エナジーボール,
champions,floette,eternal,ギガドレイン,
champions,floette,eternal,こうごうせい,
champions,floette,eternal,にほんばれ,
champions,floette,eternal,かふんだんご,
champions,floette,eternal,サイコキネシス,
champions,floette,eternal,アシストパワー,
champions,floette,eternal,めいそう,
champions,floette,eternal,トリック,
champions,floette,eternal,はめつのひかり,
champions,floette,eternal,ムーンフォース,
champions,floette,eternal,マジカルシャイン,
champions,floette,eternal,ドレインキッス,
champions,floette,eternal,ミストフィールド,
champions,floette,eternal,あまえる,
champions,tyranitar,default,まもる,
champions,tyranitar,default,ほえる,
champions,tyranitar,default,ストーンエッジ,
champions,tyranitar,default,いわなだれ,
champions,tyranitar,default,がんせきふうじ,
champions,tyranitar,default,ロックブラスト,
champions,tyranitar,default,ステルスロック,
champions,tyranitar,default,じしん,
champions,tyranitar,default,１０まんばりき,
champions,tyranitar,default,れいとうパンチ,
champions,tyranitar,default,ばかぢから,
champions,tyranitar,default,かわらわり,
champions,tyranitar,default,けたぐり,
champions,tyranitar,default,ドラゴンテール,
champions,tyranitar,default,りゅうのまい,
champions,tyranitar,default,かみくだく,
champions,tyranitar,default,はたきおとす,
champions,tyranitar,default,ちょうはつ,
champions,azumarill,default,アンコール,
champions,azumarill,default,ほろびのうた,
champions,azumarill,default,はらだいこ,
champions,azumarill,default,まもる,
champions,azumarill,default,くさわけ,
champions,azumarill,default,くさむすび,
champions,azumarill,default,アクアブレイク,
champions,azumarill,default,たきのぼり,
champions,azumarill,default,アクアジェット,
champions,azumarill,default,うずしお,
champions,azumarill,default,アイススピナー,
champions,azumarill,default,れいとうパンチ,
champions,azumarill,default,ばかぢから,
champions,azumarill,default,かわらわり,
champions,azumarill,default,はたきおとす,
champions,azumarill,default,じゃれつく,
champions,araquanid,default,がむしゃら,
champions,araquanid,default,なかまづくり,
champions,araquanid,default,こわいかお,
champions,araquanid,default,まもる,
champions,araquanid,default,みがわり,
champions,araquanid,default,アクアブレイク,
champions,araquanid,default,たきのぼり,
champions,araquanid,default,ハイドロポンプ,
champions,araquanid,default,なみのり,
champions,araquanid,default,みずびたし,
champions,araquanid,default,あまごい,
champions,araquanid,default,とびかかる,
champions,araquanid,default,きゅうけつ,
champions,araquanid,default,はいよるいちげき,
champions,araquanid,default,むしくい,
champions,araquanid,default,とびつく,
champions,araquanid,default,まとわりつく,
champions,araquanid,default,ねばねばネット,
champions,araquanid,default,ワイドガード,
champions,araquanid,default,どくづき,
champions,araquanid,default,こごえるかぜ,
champions,araquanid,default,ミラーコート,
champions,araquanid,default,リフレクター,
champions,excadrill,default,こうそくスピン,
